Trajectory Recorded at ,Thu Oct 29 17:15:06 2020,Duration: 13.6052s

Time Stamp,Time Stamp,Position,Position,Position,Position,Position,Position,Velocity,Velocity,Velocity,Velocity,Velocity,Velocity
seconds,nseconds,shoulder_pan_joint,shoulder_lift_joint,elbow_joint,wrist_1_joint,wrist_2_joint,wrist_3_joint,shoulder_pan_joint,shoulder_lift_joint,elbow_joint,wrist_1_joint,wrist_2_joint,wrist_3_joint,
0,0,0.0293549,-0.869591,-1.91933,0.000123262,-0.00297737,9.05991e-05,0,0,0,0,0,0,
0,0,0.0293568,-0.869591,-1.91933,0.000123262,-0.00297785,9.05991e-05,0,0,0,0,0,0,
0,0,0.0293587,-0.86959,-1.91933,0.000123501,-0.00297832,9.05991e-05,0,0,0,0,0,0,
0,0,0.0293606,-0.86959,-1.91933,0.000123501,-0.0029788,9.05991e-05,0,0,0,0,0,0,
0,0,0.0293625,-0.869589,-1.91933,0.000123501,-0.00297928,9.05991e-05,0,0,0,0,0,0,
0,0,0.0293644,-0.869589,-1.91933,0.000123501,-0.00297976,9.05991e-05,0,0,0,0,0,0,
0,0,0.0293664,-0.869588,-1.91933,0.000123501,-0.00298023,9.05991e-05,0,0,0,0,0,0,
0,0,0.0293683,-0.869588,-1.91933,0.000123501,-0.00298071,9.05991e-05,0,0,0,0,0,0,
0,0,0.0293702,-0.869587,-1.91933,0.000123262,-0.00298119,9.05991e-05,0,0,0,0,0,0,
0,0,0.0293721,-0.869587,-1.91933,0.000123262,-0.00298166,9.05991e-05,0,0,0,0,0,0,
0,0,0.029374,-0.869586,-1.91933,0.000123262,-0.00298214,9.05991e-05,0,0,0,0,0,0,
0,0,0.0293759,-0.869585,-1.91933,0.000123262,-0.00298262,9.05991e-05,0,0,0,0,0,0,
0,0,0.0293778,-0.869585,-1.91933,0.000123262,-0.00298309,9.05991e-05,0,0,0,0,0,0,
0,0,0.0293797,-0.869585,-1.91933,0.000123262,-0.00298357,9.05991e-05,0,0,0,0,0,0,
0,0,0.0293816,-0.869584,-1.91933,0.000123262,-0.00298405,9.05991e-05,0,0,0,0,0,0,
0,0,0.0293835,-0.869584,-1.91933,0.000123262,-0.00298452,9.05991e-05,0,0,0,0,0,0,
0,0,0.0293854,-0.869583,-1.91933,0.000123262,-0.002985,9.05991e-05,0,0,0,0,0,0,
0,0,0.0293873,-0.869582,-1.91933,0.000123262,-0.00298548,9.05991e-05,0,0,0,0,0,0,
0,0,0.0293892,-0.869582,-1.91933,0.000123262,-0.00298595,9.05991e-05,0,0,0,0,0,0,
0,0,0.0293911,-0.869581,-1.91933,0.000123262,-0.00298643,9.05991e-05,0,0,0,0,0,0,
0,0,0.0293931,-0.869581,-1.91933,0.000123262,-0.00298691,9.05991e-05,0,0,0,0,0,0,
0,0,0.029395,-0.86958,-1.91933,0.000123262,-0.00298738,9.05991e-05,0,0,0,0,0,0,
0,0,0.0293969,-0.86958,-1.91933,0.000123262,-0.00298786,9.05991e-05,0,0,0,0,0,0,
0,0,0.0293988,-0.869579,-1.91933,0.000123501,-0.00298834,9.05991e-05,0,0,0,0,0,0,
0,0,0.0294007,-0.869579,-1.91933,0.000123501,-0.00298882,9.05991e-05,0,0,0,0,0,0,
0,0,0.0294026,-0.869579,-1.91933,0.000123501,-0.00298929,9.05991e-05,0,0,0,0,0,0,
0,0,0.0294045,-0.869578,-1.91933,0.000123501,-0.00298977,9.05991e-05,0,0,0,0,0,0,
0,0,0.0294064,-0.869578,-1.91933,0.000123501,-0.00299025,9.05991e-05,0,0,0,0,0,0,
0,0,0.0294083,-0.869578,-1.91933,0.000123501,-0.00299072,9.05991e-05,0,0,0,0,0,0,
