Trajectory Recorded at ,Fri Dec 18 17:07:18 2020,Duration: 62.1581s

Time Stamp,Time Stamp,Position,Position,Position,Position,Position,Position,Velocity,Velocity,Velocity,Velocity,Velocity,Velocity,Extra Data,Extra Data
seconds,nseconds,shoulder_pan_joint,shoulder_lift_joint,elbow_joint,wrist_1_joint,wrist_2_joint,wrist_3_joint,shoulder_pan_joint,shoulder_lift_joint,elbow_joint,wrist_1_joint,wrist_2_joint,wrist_3_joint,name,value
1608307639,181329408,0.964422,-1.78795,-1.63457,0.300014,1.63282,0.157739,0,-0,-0,0,0,0,,0
1608307639,183328131,0.96441,-1.78794,-1.63463,0.29999,1.63287,0.157763,0,-0,-0,0,0,0,,0
1608307639,185327373,0.964446,-1.78792,-1.63458,0.300038,1.63284,0.157763,0,-0,-0,0,0,0,,0
1608307639,187332875,0.96441,-1.78794,-1.6346,0.300002,1.63284,0.157739,0,-0,-0,0,0,0,,0
1608307639,189324539,0.964446,-1.78793,-1.63458,0.300002,1.63286,0.157751,0,-0,-0,0,0,0,,0
1608307639,191318446,0.964434,-1.78793,-1.63458,0.300026,1.63284,0.157799,0,-0,-0,0,0,0,,0
1608307639,193320107,0.964422,-1.78795,-1.6346,0.299978,1.63287,0.157775,0,-0,-0,0,0,0,,0
1608307639,195668901,0.964446,-1.78798,-1.63459,0.300014,1.63283,0.157727,0,-0,-0,0,0,0,,0
1608307639,197352551,0.964446,-1.78789,-1.63458,0.300026,1.63288,0.157775,0,-0,-0,0,0,0,,0
1608307639,199337807,0.964422,-1.78792,-1.63458,0.300014,1.63287,0.157715,0,-0,-0,0,0,0,,0
1608307639,201338211,0.964434,-1.78794,-1.6346,0.300002,1.63282,0.157739,0,-0,-0,0,0,0,,0
1608307639,203333194,0.96447,-1.78789,-1.63463,0.300014,1.63284,0.157799,0,-0,-0,0,0,0,,0
1608307639,205338887,0.964446,-1.78791,-1.63458,0.29999,1.63283,0.157787,0,-0,-0,0,0,0,,0
1608307639,207336802,0.964434,-1.78791,-1.63462,0.300002,1.63287,0.157775,0,-0,-0,0,0,0,,0
1608307639,209327502,0.964398,-1.78795,-1.63457,0.300002,1.63282,0.157775,0,-0,-0,0,0,0,,0
1608307639,211339093,0.964434,-1.78794,-1.6346,0.300002,1.63282,0.157775,0,-0,-0,0,0,0,,0
1608307639,213341695,0.964434,-1.78792,-1.63459,0.29999,1.63287,0.157775,0,-0,-0,0,0,0,,0
1608307639,215354526,0.964422,-1.78792,-1.63459,0.29999,1.63287,0.157787,0,-0,-0,0,0,0,,0
1608307639,217347457,0.964446,-1.78792,-1.6346,0.300002,1.63282,0.157739,0,-0,-0,0,0,0,,0
